,Income,Kidhome,Teenhome,Recency,MntGoldProds,MntWines,MntFruits,MntFishProducts,MntSweetProducts,MntMeatProducts,NumDealsPurchases,NumWebPurchases,AcceptedCmp3,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp2,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,Complain,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Outcome
60,56721.0,1,1,64,75,157,6,6,13,39,5,4,0,1,5,6,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
61,69930.0,0,0,21,196,252,98,219,70,827,1,4,0,5,12,3,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
62,50943.0,0,1,49,6,31,0,2,0,7,1,1,0,0,3,5,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,0
63,76982.0,0,0,19,30,464,151,65,60,292,1,8,0,3,4,4,0,0,1,0,0,False,False,True,False,False,False,True,False,False,False,False,1
64,31163.0,1,0,54,10,2,3,11,2,10,1,1,0,0,3,6,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,0
65,78499.0,0,0,12,97,912,72,47,36,170,1,11,0,3,4,4,0,0,1,0,0,False,False,True,False,False,False,False,False,True,False,False,1
66,73113.0,0,0,86,28,741,19,50,9,154,1,3,0,4,7,2,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,0
67,54809.0,1,1,0,22,63,6,13,13,57,4,2,0,1,5,4,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
68,58217.0,2,1,84,13,68,1,3,5,13,1,2,0,0,4,6,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,0
69,47352.0,0,1,70,15,172,12,8,0,112,4,6,0,1,5,7,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,0
70,53172.0,0,1,54,125,121,62,68,20,90,3,2,0,3,8,3,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
71,83512.0,0,0,31,101,1060,61,80,20,835,1,4,1,7,10,1,1,0,1,1,0,False,False,True,False,False,False,False,True,False,False,False,1
72,14849.0,1,0,39,9,21,2,3,2,28,3,2,0,0,4,8,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,False,0
73,83033.0,1,0,82,33,812,99,237,149,431,1,11,0,4,10,5,0,0,0,1,0,False,False,True,False,False,False,False,False,False,True,False,0
74,23616.0,1,0,76,32,4,22,3,7,11,2,3,0,0,3,8,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,1
75,80398.0,0,0,92,26,342,51,207,35,936,1,5,0,8,12,3,0,0,1,0,0,False,False,True,False,False,False,False,True,False,False,False,0
76,71499.0,0,1,12,37,465,25,136,0,132,2,8,0,3,13,4,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,0
77,34554.0,0,1,43,5,41,1,2,0,6,2,2,0,0,3,6,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False,0
78,38415.0,1,1,91,4,22,1,4,0,13,2,1,0,0,3,7,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
79,28567.0,1,0,57,6,11,3,2,2,22,2,2,0,0,3,6,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
80,70596.0,0,0,68,26,347,44,17,0,534,1,3,0,5,12,2,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
81,70777.0,0,1,80,78,554,35,0,7,113,3,5,0,3,12,3,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,0
82,31385.0,1,0,56,9,3,2,0,1,12,1,1,1,0,2,8,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,1
83,49505.0,1,1,4,28,604,0,19,0,100,9,10,0,2,8,8,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,0
84,59354.0,1,1,53,14,233,2,3,5,53,3,6,0,1,5,6,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,0
85,44635.0,1,1,25,3,56,0,0,0,9,2,2,0,0,3,7,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,0
86,37760.0,1,0,54,0,26,3,2,10,13,1,2,0,0,3,6,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,0
87,35523.0,1,0,8,11,11,5,12,5,22,2,3,0,0,3,7,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,0
88,48526.0,1,0,32,9,23,17,43,20,23,1,2,0,1,4,3,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
89,27683.0,1,0,90,45,152,9,12,12,121,4,6,0,2,4,8,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0
90,73538.0,0,1,92,107,811,76,99,137,428,3,10,0,4,9,7,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
91,42033.0,1,1,95,7,11,1,2,0,4,1,1,0,0,2,7,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0
92,77981.0,1,0,78,60,138,120,16,126,204,3,7,0,4,7,5,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
93,37155.0,1,0,51,3,23,0,7,15,26,1,2,0,0,4,5,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
94,30477.0,1,0,16,12,47,1,0,0,6,1,1,0,1,3,6,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,0
95,75345.0,0,0,16,133,918,57,99,38,842,1,5,0,8,6,3,0,0,0,1,0,False,False,False,True,False,False,False,False,True,False,False,1
96,44989.0,0,1,26,106,98,0,49,10,106,5,5,0,1,5,6,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
97,86580.0,0,0,72,20,532,21,26,20,127,0,4,0,2,5,1,0,0,1,0,0,False,False,False,False,True,False,False,True,False,False,False,0
98,17003.0,1,0,37,7,2,5,4,8,12,3,2,0,0,4,5,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,0
99,49389.0,1,1,55,3,40,0,2,1,19,1,2,0,0,3,7,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,0
100,45688.0,0,1,20,9,279,0,0,0,18,2,3,0,1,8,4,0,1,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
101,24401.0,0,0,98,115,73,28,10,24,217,3,6,0,1,6,8,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,0
102,16014.0,1,1,42,7,3,9,7,8,4,4,1,0,1,4,3,0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,0
103,83151.0,0,0,93,18,407,28,120,74,100,1,5,0,9,4,3,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,0
104,69139.0,0,1,23,6,86,12,33,15,75,1,4,0,1,5,4,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
105,19740.0,0,1,65,20,7,11,10,4,3,2,1,0,1,3,5,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
106,52060.6335839599,0,1,83,24,161,0,0,0,22,2,4,0,1,4,6,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,0
107,58821.0,0,1,44,28,513,14,19,0,154,1,9,0,2,9,6,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0
108,38361.0,1,0,74,14,39,0,20,8,56,3,3,0,1,3,7,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
109,25130.0,1,0,10,18,2,5,0,18,7,2,2,0,0,3,7,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0
110,49605.0,0,0,65,8,42,16,12,20,29,1,2,0,1,4,3,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,0
111,73687.0,0,0,8,181,559,153,218,13,503,1,3,0,9,9,2,0,0,0,1,0,False,False,True,False,False,False,False,True,False,False,False,1
112,84618.0,0,0,96,0,684,100,21,66,801,1,6,0,9,10,2,0,0,1,0,0,False,False,False,False,True,False,False,True,False,False,False,0
113,63381.0,0,1,78,159,571,50,33,50,142,4,4,0,5,13,2,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
114,15072.0,2,0,96,18,8,2,0,10,15,4,3,0,1,3,5,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
115,79632.0,0,0,42,12,471,0,99,21,510,1,6,0,4,9,2,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0
116,38361.0,1,0,74,14,39,0,20,8,56,3,3,0,1,3,7,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
117,59462.0,0,1,29,196,724,17,0,8,143,2,9,0,2,12,7,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
118,76445.0,1,0,2,35,739,107,140,80,309,1,2,0,5,13,6,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
119,29009.0,1,0,19,2,6,6,10,5,15,2,2,0,0,3,6,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
120,30675.0,1,0,14,21,10,2,11,2,16,1,1,0,0,3,8,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
121,5648.0,1,1,68,13,28,0,1,1,6,1,1,1,0,0,20,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0
122,59666.0,1,1,87,133,623,53,23,17,178,7,3,0,2,8,8,0,1,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
123,20587.0,1,0,39,9,2,3,4,1,6,1,1,0,1,2,7,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
124,66951.0,0,0,46,124,277,162,173,76,305,1,3,0,4,7,1,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
125,69084.0,1,0,43,30,1181,107,39,30,199,2,7,0,3,13,8,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,0
126,93404.0,1,2,97,15,1279,15,20,0,287,3,3,0,4,7,5,0,1,1,0,0,False,False,True,False,False,False,False,True,False,False,False,0
127,59062.0,2,1,74,9,46,1,3,0,12,2,2,0,0,3,4,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,0
128,6835.0,0,1,76,12,107,2,2,2,12,0,0,0,0,1,20,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0
129,63516.0,1,1,30,5,141,11,15,14,114,4,4,0,1,7,5,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0
130,50300.0,0,1,52,5,143,15,24,23,60,2,2,0,1,8,2,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
131,35196.0,1,0,68,187,75,12,43,39,141,6,6,0,1,5,8,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
132,75702.0,0,1,87,37,1073,0,145,37,629,1,10,0,5,13,6,0,0,1,0,0,False,False,True,False,False,False,False,False,False,True,False,0
133,78618.0,0,0,87,61,736,163,212,163,818,1,4,0,7,10,2,0,1,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
134,37054.0,1,1,89,5,12,1,0,1,6,2,1,0,0,3,7,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,0
135,64090.0,0,1,8,135,316,58,76,51,161,1,6,0,9,4,5,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,1
136,74918.0,0,0,78,59,972,59,25,19,913,1,5,0,9,6,3,0,0,1,0,0,False,False,True,False,False,False,False,False,False,True,False,0
137,26091.0,1,1,84,20,15,10,8,17,19,3,2,0,1,3,5,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
138,80067.0,0,0,82,51,519,17,27,173,813,1,4,0,6,6,2,0,0,1,0,0,False,False,True,False,False,False,False,True,False,False,False,0
139,77457.0,0,0,85,11,675,11,15,45,400,1,2,0,5,10,1,0,0,1,0,0,False,False,True,False,False,False,False,False,True,False,False,0
140,53187.0,1,0,66,10,211,2,7,7,30,2,4,0,1,6,5,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
141,54984.0,0,1,51,6,173,13,32,3,131,4,6,0,1,6,7,0,0,0,1,0,False,False,True,False,False,False,False,True,False,False,False,0
142,90765.0,0,0,25,33,547,99,151,82,812,0,4,0,6,5,1,0,0,1,1,0,False,False,True,False,False,False,False,True,False,False,False,0
143,46086.0,0,1,34,50,244,8,7,2,32,4,3,0,1,8,4,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,0
144,53201.0,1,1,49,27,280,7,20,0,81,8,6,0,3,5,7,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
145,52278.0,0,1,24,174,953,0,0,0,71,6,10,0,5,10,8,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True,1
146,26518.0,1,1,33,2,20,1,3,3,28,3,2,0,0,3,8,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False,1
147,37085.0,1,1,65,3,39,1,2,0,16,4,3,0,0,3,8,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
148,46463.0,1,1,56,11,163,2,8,11,40,7,3,0,1,6,6,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,0
149,24882.0,1,0,52,36,1,4,29,0,10,1,1,1,1,2,6,0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,0
150,62061.0,0,1,12,38,641,7,0,30,84,3,10,0,4,7,6,0,1,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
151,65487.0,0,0,48,163,240,67,199,0,500,3,3,0,5,6,2,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,0
152,49166.0,0,1,17,110,224,2,7,0,25,2,5,0,3,3,6,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
153,28440.0,1,0,87,0,38,1,0,0,24,1,2,0,0,3,8,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0
154,67506.0,0,1,73,67,90,38,33,36,67,1,4,0,1,6,3,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,0
155,79823.0,0,1,6,43,835,73,114,73,380,1,6,0,9,7,2,0,1,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
156,18227.0,1,0,21,11,1,2,4,3,7,1,0,0,1,2,8,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
157,49494.0,1,0,46,82,191,9,0,6,97,2,6,0,1,5,7,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,0
158,38513.0,1,0,20,18,172,3,16,0,115,5,6,0,1,5,8,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False,1
159,75777.0,0,0,12,80,712,26,69,13,538,1,3,0,6,11,1,0,1,1,0,0,False,False,False,True,False,False,False,False,True,False,False,1
160,60934.0,0,1,41,54,224,155,192,93,155,2,6,0,4,11,4,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
161,49912.0,0,1,5,42,520,8,32,49,223,4,10,1,5,7,8,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,1
162,46984.0,1,1,71,8,19,1,2,1,10,1,1,0,0,3,5,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,0
163,47353.0,0,1,93,4,184,2,8,8,19,3,2,0,2,6,5,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,0
164,54591.0,0,1,63,24,376,4,12,9,94,3,6,0,2,8,5,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
165,19329.0,1,0,39,5,24,1,12,2,16,3,4,0,0,3,8,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
166,60200.0,0,1,3,26,502,19,0,6,132,6,6,0,2,11,6,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False,0
167,69719.0,0,0,99,43,273,86,177,14,208,1,2,0,3,5,1,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
168,31497.0,0,1,22,4,108,1,13,1,28,2,3,0,1,4,8,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,0
169,61278.0,0,1,87,15,111,3,2,6,28,2,3,0,1,4,6,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
170,30753.0,1,1,85,30,12,5,0,9,25,2,1,0,1,3,5,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,0
171,57100.0,0,0,19,96,181,21,39,3,69,1,3,0,3,6,3,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
172,82584.0,0,0,26,68,1076,68,29,91,103,1,3,0,4,8,1,0,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,1
173,75032.0,0,1,74,12,952,12,47,12,180,2,5,0,4,9,3,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,0
174,66653.0,1,1,18,6,452,18,16,18,102,4,4,0,2,12,3,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
175,30828.0,1,0,16,12,16,11,2,0,15,2,1,0,1,4,3,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,0
176,66033.0,0,1,76,65,293,35,46,59,179,2,8,0,3,7,7,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,0
177,47743.0,0,1,56,20,198,2,0,12,43,3,4,0,1,6,6,0,1,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
178,51141.0,0,0,96,6,144,0,0,0,7,1,3,0,1,4,5,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False,0
179,67023.0,0,0,93,17,444,44,11,8,382,1,3,0,7,13,2,0,0,0,0,1,False,False,True,False,False,False,False,True,False,False,False,0
180,55250.0,0,1,49,66,664,58,32,0,83,4,7,0,5,10,5,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,0
181,68695.0,0,0,3,40,458,81,106,50,356,1,4,0,4,7,2,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
182,75777.0,0,0,12,80,712,26,69,13,538,1,3,0,6,11,1,0,1,1,0,0,False,False,False,True,False,False,False,False,True,False,False,1
183,72570.0,0,0,67,224,274,83,151,141,216,1,4,0,6,12,1,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
184,63943.0,0,1,50,21,423,184,13,97,368,1,6,0,4,6,5,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,0
185,44931.0,0,1,0,7,78,0,0,0,11,1,2,0,1,3,5,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,0
186,42014.0,1,0,56,50,244,15,4,15,108,6,7,0,1,6,8,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,1
187,82427.0,0,0,35,107,482,147,104,107,509,1,3,0,5,12,1,0,0,1,0,0,False,False,True,False,False,False,False,False,False,True,False,0
188,48948.0,0,0,53,42,437,8,160,49,206,2,7,1,10,5,6,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,False,1
